score,review,date,cleaned_review,rating,created_at,review_len,word_count,datetime,year,month,day,weekday
10,재미 있었어요 특히 제시.목소리 성우님 제가 좋아하는 목소리라 더 흥미롭게 들었네요. 아이들이랑 같이 봤는데 재미 있었대요~ 그런데 왠지 토이스토리는 어른을 위한 영화 같다는 생각,21 시간전,재미 있었어요 특히 제시목소리 성우님 제가 좋아하는 목소리라 더 흥미롭게 들었네요 아이들이랑 같이 봤는데 재미 있었대요 그런데 왠지 토이스토리는 어른을 위한 영화 같다는 생각,10,,97,24,,,,,
8,무난무난 나쁘지 않았다,23 시간전,무난무난 나쁘지 않았다,8,,12,3,,,,,
10,스토리 자체는 재미있음. 어른보다 아이들이 더 좋아할 영화,23 시간전,스토리 자체는 재미있음 어른보다 아이들이 더 좋아할 영화,10,,31,8,,,,,
10,너무 좋았어요 🫶,23 시간전,너무 좋았어요,10,,7,2,,,,,
10,아이들과재밌게봤어요!,1 일전,아이들과재밌게봤어요,10,,10,1,,,,,
10,정말 재미있어요 ㅋ,1 일전,정말 재미있어요 ㅋ,10,,10,3,,,,,
10,스토리가 재밌고 속 시원,1 일전,스토리가 재밌고 속 시원,10,,13,4,,,,,
10,초연결 속 단절을 야기하는 스마트 기기에 대한 고찰,1 일전,초연결 속 단절을 야기하는 스마트 기기에 대한 고찰,10,,28,8,,,,,
9,기본컨셉을 해치지않고 시대변화상을 매우 잘 녹여내어 연출한 상상력이 대단하다!,1 일전,기본컨셉을 해치지않고 시대변화상을 매우 잘 녹여내어 연출한 상상력이 대단하다,9,,42,9,,,,,
10,아이들과 너무 즐겁게 관람했어요~,1 일전,아이들과 너무 즐겁게 관람했어요,10,,17,4,,,,,
8,"스마트기기에 중독된 시대에 위트 있는 이야기로 재미있게
감상했습니다. 9살 아이도 재미있게 봤다네요.",1 일전,스마트기기에 중독된 시대에 위트 있는 이야기로 재미있게 감상했습니다 9살 아이도 재미있게 봤다네요,8,,54,12,,,,,
10,"전자기기의 무서움을 시각적으로 보게되니 너무 무서웠고, 아이들의 미래가 걱정되었어요. 어릴적 논던게 떠올라 추억여행도 되고 오히려 어른들이 봐야하지 싶네요",1 일전,전자기기의 무서움을 시각적으로 보게되니 너무 무서웠고 아이들의 미래가 걱정되었어요 어릴적 논던게 떠올라 추억여행도 되고 오히려 어른들이 봐야하지 싶네요,10,,84,18,,,,,
10,역시 토이스토리… 👍🏻👍🏻,1 일전,역시 토이스토리,10,,8,2,,,,,
10,잘봤습니다  재밌어지더라고요,1 일전,잘봤습니다 재밌어지더라고요,10,,14,2,,,,,
10,AI 시대에 맞는 주제로 재밌게 봤습니다,1 일전,AI 시대에 맞는 주제로 재밌게 봤습니다,10,,22,6,,,,,
10,어른인 제가 감동 받은 부분이 많아 코끝찡했네요. 아이들에게도 마음속 깊이 타임캡슐로 남아 언젠가 문득 끄집어 내게 되는 영화로 기억되지 않을까 생각합니다,1 일전,어른인 제가 감동 받은 부분이 많아 코끝찡했네요 아이들에게도 마음속 깊이 타임캡슐로 남아 언젠가 문득 끄집어 내게 되는 영화로 기억되지 않을까 생각합니다,10,,85,21,,,,,
10,"재밌었어요! 나이대별로 좋아하는게 달라지면서, 어릴때 갖구놀던 장난감의 소중함을 다시 느끼게 되었던..요즘 아이들의 모습도 보였습니다.",1 일전,재밌었어요 나이대별로 좋아하는게 달라지면서 어릴때 갖구놀던 장난감의 소중함을 다시 느끼게 되었던요즘 아이들의 모습도 보였습니다,10,,70,14,,,,,
9,"초등, 유치원 딸들과 봤은데 감동이래요",1 일전,초등 유치원 딸들과 봤은데 감동이래요,9,,20,5,,,,,
10,아이들과 같이 보기 좋아요~,1 일전,아이들과 같이 보기 좋아요,10,,14,4,,,,,
10,추억의토이스토리해피엔드,1 일전,추억의토이스토리해피엔드,10,,12,1,,,,,
10,영화 재밌게 관람했어요,1 일전,영화 재밌게 관람했어요,10,,12,3,,,,,
10,역시 재밌어요~~~ 6시리즈도 나왔음 좋겠어요!!,1 일전,역시 재밌어요 6시리즈도 나왔음 좋겠어요,10,,22,5,,,,,
7,다 좋았는데 뭔가 임팩트가 없음 약간 전편들 보다는 쫌....,1 일전,다 좋았는데 뭔가 임팩트가 없음 약간 전편들 보다는 쫌,7,,30,9,,,,,
10,숨실틈없이 재미있게 잘 봤어요,1 일전,숨실틈없이 재미있게 잘 봤어요,10,,16,4,,,,,
10,어린시절 내 놀이친구들 소환!!,1 일전,어린시절 내 놀이친구들 소환,10,,15,4,,,,,
10,토이들과 함께 나이를 먹는게 행복했어요,1 일전,토이들과 함께 나이를 먹는게 행복했어요,10,,21,5,,,,,
9,어른이 된 우리들에게 기억을 되찾아주는 영화,1 일전,어른이 된 우리들에게 기억을 되찾아주는 영화,9,,24,6,,,,,
7,나이가 들면서 편견을 버리기가 점점 어려워진다.,1 일전,나이가 들면서 편견을 버리기가 점점 어려워진다,7,,25,6,,,,,
10,아이들과 재미있게 봤습니다.,1 일전,아이들과 재미있게 봤습니다,10,,14,3,,,,,
10,아이들이 보고 싶다고 해서  아이 친구들까지 데리고 가서  봤는데 너무 재미있어하네요^^  요즘 진짜 전자기기 넘 많이 하는데  아주 공감했네요,1 일전,아이들이 보고 싶다고 해서 아이 친구들까지 데리고 가서 봤는데 너무 재미있어하네요 요즘 진짜 전자기기 넘 많이 하는데 아주 공감했네요,10,,74,19,,,,,
10,신박한 내용 좋았습니다.,1 일전,신박한 내용 좋았습니다,10,,12,3,,,,,
10,감동적이고 잔잔한 스토리,1 일전,감동적이고 잔잔한 스토리,10,,13,3,,,,,
10,푸석푸석한 삶에 활력소같은 영화였습니다. 다시한번 되돌아보게되고 앞으로 나아갈 에너지를 주는 영화네요!,1 일전,푸석푸석한 삶에 활력소같은 영화였습니다 다시한번 되돌아보게되고 앞으로 나아갈 에너지를 주는 영화네요,10,,55,11,,,,,
10,시대상까지 반영한 메시지를 전하는..왜 관람평이 별로인 글들이 많은지 이해가 안간다. 재미 있기만 하구만...,1 일전,시대상까지 반영한 메시지를 전하는왜 관람평이 별로인 글들이 많은지 이해가 안간다 재미 있기만 하구만,10,,55,13,,,,,
10,역시 토이스토리! 평 안좋은 게 종종 있는게 이해가 안 갈 정도로 좋았다!,1 일전,역시 토이스토리 평 안좋은 게 종종 있는게 이해가 안 갈 정도로 좋았다,10,,39,12,,,,,
9,"30년간 기다려왔던 버즈의 특이점!
새로운 친구, 새로운 연출방식 모두가 맘에드는 한편이였다.우려먹는건 없다.캐릭터들은 이전의 그들이지만 이야기는 이전의 그것이 아니다!",1 일전,30년간 기다려왔던 버즈의 특이점 새로운 친구 새로운 연출방식 모두가 맘에드는 한편이였다우려먹는건 없다캐릭터들은 이전의 그들이지만 이야기는 이전의 그것이 아니다,9,,89,18,,,,,
10,"동심으로 다시 돌아가는 시간이었습니다!
추천합니다!!",1 일전,동심으로 다시 돌아가는 시간이었습니다 추천합니다,10,,26,5,,,,,
10,재미있어요 가족과함께보기좋어요,1 일전,재미있어요 가족과함께보기좋어요,10,,16,2,,,,,
8,아기자기하면서 시끌벅적 토이들,1 일전,아기자기하면서 시끌벅적 토이들,8,,16,3,,,,,
8,"볼만은 해요, 주제는 좋은거 같아요",2 일전,볼만은 해요 주제는 좋은거 같아요,8,,18,5,,,,,
10,영화 내내 푹 빠져서 봤습니다. 모아나랑 토이스토리 중 고민했는데 보길 잘함!,2 일전,영화 내내 푹 빠져서 봤습니다 모아나랑 토이스토리 중 고민했는데 보길 잘함,10,,41,11,,,,,
10,아이랑 보는 영화 보통 재미없거나 그냥그런데요. 토이스토리는 전 시리즈 안봤었는데도 꽤 재밌었어요. 극장에 대부분은 어른들끼리 보러 온 사람들이었고 다들 즐기는 거 같았습니다.,2 일전,아이랑 보는 영화 보통 재미없거나 그냥그런데요 토이스토리는 전 시리즈 안봤었는데도 꽤 재밌었어요 극장에 대부분은 어른들끼리 보러 온 사람들이었고 다들 즐기는 거 같았습니다,10,,95,22,,,,,
7,저는 좀 졸렸어요..,2 일전,저는 좀 졸렸어요,7,,9,3,,,,,
8,큰 기대없이 봤는데 정말 재미있게 관람했습니다. 추천합니다.,2 일전,큰 기대없이 봤는데 정말 재미있게 관람했습니다 추천합니다,8,,31,7,,,,,
10,재밌었어요 오랜만에 봐서,2 일전,재밌었어요 오랜만에 봐서,10,,13,3,,,,,
10,내용 뻔하지만 보게되는 영화.. 빠져드는 영화..!,2 일전,내용 뻔하지만 보게되는 영화 빠져드는 영화,10,,23,6,,,,,
6,재미있었습니다!!!,2 일전,재미있었습니다,6,,7,1,,,,,
10,초중등생 관람 필수,2 일전,초중등생 관람 필수,10,,10,3,,,,,
8,아이들이 보기에 좋을 것 같아요 어른들도 볼만은해요,2 일전,아이들이 보기에 좋을 것 같아요 어른들도 볼만은해요,8,,28,7,,,,,
10,스토리가 재밌고 요즘 어이들에게 보여주고싶은 영화입니다 감동있습니다,2 일전,스토리가 재밌고 요즘 어이들에게 보여주고싶은 영화입니다 감동있습니다,10,,37,7,,,,,
2,토이스토리는 끝났어야 했다.,2 일전,토이스토리는 끝났어야 했다,2,,14,3,,,,,
10,토이스토리 처음봤는데 재밌었음,2 일전,토이스토리 처음봤는데 재밌었음,10,,16,3,,,,,
10,가족이 볼 수 있는 감동적인 이야기!,2 일전,가족이 볼 수 있는 감동적인 이야기,10,,19,6,,,,,
10,너무 재밌고 즐겁게 봤어요!!,2 일전,너무 재밌고 즐겁게 봤어요,10,,14,4,,,,,
8,전자기기 없던 어린 시절이 참 소중했다,2 일전,전자기기 없던 어린 시절이 참 소중했다,8,,21,6,,,,,
10,너무너무 재밌어요 뭔가 슬프네요,2 일전,너무너무 재밌어요 뭔가 슬프네요,10,,17,4,,,,,
10,아이와 재밌게 봤어요,2 일전,아이와 재밌게 봤어요,10,,11,3,,,,,
10,"스토리, 연출이 좋네요",2 일전,스토리 연출이 좋네요,10,,11,3,,,,,
5,그냥 그럭저럭....,2 일전,그냥 그럭저럭,5,,7,2,,,,,
7,123편에 비해서는 감동도 덜하고 무난한 감이 있었지만 지루하지 않고 재밌었다,2 일전,123편에 비해서는 감동도 덜하고 무난한 감이 있었지만 지루하지 않고 재밌었다,7,,43,10,,,,,
10,스토리도 좋고 뒤로갈수록 더 재밌습니다,2 일전,스토리도 좋고 뒤로갈수록 더 재밌습니다,10,,21,5,,,,,
8,전 작품보다는 아쉽지만 내용은 괜찮았다,2 일전,전 작품보다는 아쉽지만 내용은 괜찮았다,8,,21,5,,,,,
8,토이스토리는 이제 마무리 짓자~!,2 일전,토이스토리는 이제 마무리 짓자,8,,16,4,,,,,
10,굿    굿    굿,2 일전,굿 굿 굿,10,,5,3,,,,,
8,ㅎㅎㅎ다윗하고 비교했을때는 스토리가 다윗이 더 재미있다고 아들들이 평하고 저도 그러네요.,2 일전,ㅎㅎㅎ다윗하고 비교했을때는 스토리가 다윗이 더 재미있다고 아들들이 평하고 저도 그러네요,8,,48,10,,,,,
3,예상과 다른 전개. 예전 토이스토리 덕후로서 내용과 인물들의 서사가 달라진게 많이 아쉬움이 남는다.,2 일전,예상과 다른 전개 예전 토이스토리 덕후로서 내용과 인물들의 서사가 달라진게 많이 아쉬움이 남는다,3,,53,13,,,,,
8,장난감들의 세대교체와 각자의 역할을 잘 보여주는 영화,3 일전,장난감들의 세대교체와 각자의 역할을 잘 보여주는 영화,8,,29,7,,,,,
10,역시 토이스토리는 감동이에요,3 일전,역시 토이스토리는 감동이에요,10,,15,3,,,,,
10,재밌습니다! 꼭 보세요,3 일전,재밌습니다 꼭 보세요,10,,11,3,,,,,
10,감동적이고 나름 뜻이 있는 영화였대요 ㅋㅋ,3 일전,감동적이고 나름 뜻이 있는 영화였대요 ㅋㅋ,10,,23,6,,,,,
10,기대한만큼 너무 재미 있었어요,3 일전,기대한만큼 너무 재미 있었어요,10,,16,4,,,,,
9,공감할수있는 스토리~,3 일전,공감할수있는 스토리,9,,10,2,,,,,
10,토이스토리 좋아하는데 4보다 재밌었어요,3 일전,토이스토리 좋아하는데 4보다 재밌었어요,10,,21,4,,,,,
7,어른들에겐 별루 아이들에게는 좀 의미를 줄듯,3 일전,어른들에겐 별루 아이들에게는 좀 의미를 줄듯,7,,24,6,,,,,
10,동심으로 돌아가 즐거웠어요.,3 일전,동심으로 돌아가 즐거웠어요,10,,14,3,,,,,
7,토이스토리를 재미있게 보기에는 나이가 이제는 너무 많은거 같다,3 일전,토이스토리를 재미있게 보기에는 나이가 이제는 너무 많은거 같다,7,,34,8,,,,,
8,"오랜 친구 만나 그냥 소소한 이야기 하듯 웃고 떠드는 ..
그런 시간이 좋았다.",3 일전,오랜 친구 만나 그냥 소소한 이야기 하듯 웃고 떠드는 그런 시간이 좋았다,8,,40,12,,,,,
10,토이스토리 여기 명작이다,3 일전,토이스토리 여기 명작이다,10,,13,3,,,,,
10,제시~ 인형 친구에서 인간 친구로!,3 일전,제시 인형 친구에서 인간 친구로,10,,17,5,,,,,
10,재밌어요 아이랑 잘봤네요,3 일전,재밌어요 아이랑 잘봤네요,10,,13,3,,,,,
10,쪼금 울었어요. 시간이 아깝지 않은 영화에요,3 일전,쪼금 울었어요 시간이 아깝지 않은 영화에요,10,,23,6,,,,,
10,재미있게 잘 봤어요,3 일전,재미있게 잘 봤어요,10,,10,3,,,,,
7,제시 사랑해 우디 사랑해 모두 사랑해,3 일전,제시 사랑해 우디 사랑해 모두 사랑해,7,,20,6,,,,,
8,버즈와 제시 행복해라 짠한 우디,3 일전,버즈와 제시 행복해라 짠한 우디,8,,17,5,,,,,
10,기분 좋아지는 영화,3 일전,기분 좋아지는 영화,10,,10,3,,,,,
8,"""토이 스토리 5""
영화 어떠셨나요?",3 일전,토이 스토리 5 영화 어떠셨나요,8,,17,5,,,,,
8,재미있게 잘 봤습니다,3 일전,재미있게 잘 봤습니다,8,,11,3,,,,,
10,동심으로 돌아간 느낌..! 넘넘 재밋엇어요,3 일전,동심으로 돌아간 느낌 넘넘 재밋엇어요,10,,20,5,,,,,
8,재미있게 봤어요 ~,3 일전,재미있게 봤어요,8,,8,2,,,,,
10,현실문제를 환상과 동심과 함께 잘 만들어낸 예술작품!,3 일전,현실문제를 환상과 동심과 함께 잘 만들어낸 예술작품,10,,28,7,,,,,
7,적당히 보기좋은 그래픽 + 나쁘지 않은 구성과 내용,3 일전,적당히 보기좋은 그래픽 나쁘지 않은 구성과 내용,7,,26,7,,,,,
10,"너무 재밌고, 뭔가 요즘 세대를 보여주는 거 같아서 재밌었다. 감동적인 요소도 있었다",3 일전,너무 재밌고 뭔가 요즘 세대를 보여주는 거 같아서 재밌었다 감동적인 요소도 있었다,10,,45,12,,,,,
10,장난감으로 표현한 시대의 변화,3 일전,장난감으로 표현한 시대의 변화,10,,16,4,,,,,
10,추억+그리움+감동 그리고 재미,4 일전,추억그리움감동 그리고 재미,10,,14,3,,,,,
6,너무 유치해서 아쉬웠다.,4 일전,너무 유치해서 아쉬웠다,6,,12,3,,,,,
10,재밌었고 초2가 자막으로 봐도 좋은 영화,4 일전,재밌었고 초2가 자막으로 봐도 좋은 영화,10,,22,6,,,,,
10,추억의 새로운 지평을 열었다,4 일전,추억의 새로운 지평을 열었다,10,,15,4,,,,,
10,어릴때 생각나고 재밌다,4 일전,어릴때 생각나고 재밌다,10,,12,3,,,,,
2,보니가너무답답해서내가막화가낫음,4 일전,보니가너무답답해서내가막화가낫음,2,,16,1,,,,,
10,너무너무 쟈미있었어요^^ 6편 기대합니다!,4 일전,너무너무 쟈미있었어요 6편 기대합니다,10,,20,4,,,,,
10,잊고있던 현재 상황에 감동을 주었어요,4 일전,잊고있던 현재 상황에 감동을 주었어요,10,,20,5,,,,,
9,언제까지나 내 최고의 파트너,4 일전,언제까지나 내 최고의 파트너,9,,15,4,,,,,
10,굿 재밌어요!!!!,4 일전,굿 재밌어요,10,,6,2,,,,,
10,처음부터 시리즈 다 봤지만 유쾌한. 마음 찡한 영화,4 일전,처음부터 시리즈 다 봤지만 유쾌한 마음 찡한 영화,10,,27,8,,,,,
10,아이들이 엄청 재밌었다고 하네요.,4 일전,아이들이 엄청 재밌었다고 하네요,10,,17,4,,,,,
10,재밌었어요 감동있는 내용,4 일전,재밌었어요 감동있는 내용,10,,13,3,,,,,
10,재미있고 교훈있는 스토리였습니다!,4 일전,재미있고 교훈있는 스토리였습니다,10,,17,3,,,,,
10,눈물 찔끔찔끔 나요,4 일전,눈물 찔끔찔끔 나요,10,,10,3,,,,,
10,너무 재밌고 감동적이었어요,4 일전,너무 재밌고 감동적이었어요,10,,14,3,,,,,
10,너무재밌고꙼̈ 제시 너무 멋져여,4 일전,너무재밌고 제시 너무 멋져여,10,,15,4,,,,,
8,"초반~중반 지루했는데 뒤로갈수록 재밌음
역시 토이스토리는 예상치못한 상황으로 감동을 줌",4 일전,초반중반 지루했는데 뒤로갈수록 재밌음 역시 토이스토리는 예상치못한 상황으로 감동을 줌,8,,47,10,,,,,
10,아이와 부모가 함께 즐겁게 관람할 수 있어 너무 좋았습니다. 전작을 모르고 봐도 영화가 전달하려고 하는 메시지를 읽을 수 있게 만들어진 것 같아서 다행이었습니다.,4 일전,아이와 부모가 함께 즐겁게 관람할 수 있어 너무 좋았습니다 전작을 모르고 봐도 영화가 전달하려고 하는 메시지를 읽을 수 있게 만들어진 것 같아서 다행이었습니다,10,,88,23,,,,,
10,아이들을 위한 스토리 감동이에요,4 일전,아이들을 위한 스토리 감동이에요,10,,17,4,,,,,
10,아이들의 전자기기에 사용실태에 대해 다시 한번 생각해보게 되는 계기가 되었음,4 일전,아이들의 전자기기에 사용실태에 대해 다시 한번 생각해보게 되는 계기가 되었음,10,,42,10,,,,,
10,매우몹시 재밌어요 추천입니다,4 일전,매우몹시 재밌어요 추천입니다,10,,15,3,,,,,
10,재미있게 잘 봤어요.,4 일전,재미있게 잘 봤어요,10,,10,3,,,,,
8,우디의 비중이 적어서 아쉬웠지만 역시 토이스토리는 토이스토리다.,4 일전,우디의 비중이 적어서 아쉬웠지만 역시 토이스토리는 토이스토리다,8,,34,7,,,,,
10,역시 재밌어요. 추천!!!,4 일전,역시 재밌어요 추천,10,,10,3,,,,,
8,매번 먹던 맛 구우웃,4 일전,매번 먹던 맛 구우웃,8,,11,4,,,,,
7,토이스토리 시리즈 좋아,4 일전,토이스토리 시리즈 좋아,7,,12,3,,,,,
6,이제는 토이스토리가 졸릴 나이가 된건가?,4 일전,이제는 토이스토리가 졸릴 나이가 된건가,6,,21,5,,,,,
8,전편에 비해 뭔가 약한 느낌,4 일전,전편에 비해 뭔가 약한 느낌,8,,15,5,,,,,
10,우리들 세월 속 스쳐간 많은 장난감들의 소원이 이런걸까?,4 일전,우리들 세월 속 스쳐간 많은 장난감들의 소원이 이런걸까,10,,30,8,,,,,
10,가족끼리 가서 보면 좋은 영화,4 일전,가족끼리 가서 보면 좋은 영화,10,,16,5,,,,,
10,도대체 언제까지 명작을 뽑아 낼래?,4 일전,도대체 언제까지 명작을 뽑아 낼래,10,,18,5,,,,,
8,"딱 적당한 아이들, 어린 아이들 영화",4 일전,딱 적당한 아이들 어린 아이들 영화,8,,19,6,,,,,
8,그냥 즐겁게 보면 됌^^,4 일전,그냥 즐겁게 보면 됌,8,,11,4,,,,,
7,"지금의 아이들은 장난감보다 전자기기를 선호하지만, 여전히 장난감은 우리의 친구이자 그 시절을 떠올리게 하는 추억이라는 것을 상기시켜 준다.",5 일전,지금의 아이들은 장난감보다 전자기기를 선호하지만 여전히 장난감은 우리의 친구이자 그 시절을 떠올리게 하는 추억이라는 것을 상기시켜 준다,7,,75,17,,,,,
8,새롭게 등장한 전자기기와 기존의 입지를 잃어가는 장난감과의 이야기를 제시의 서사와 감정선을 통해 흡인력있게 표현한 수작.,5 일전,새롭게 등장한 전자기기와 기존의 입지를 잃어가는 장난감과의 이야기를 제시의 서사와 감정선을 통해 흡인력있게 표현한 수작,8,,66,15,,,,,
10,역시 애기들은 미디어노출을 덜 시키고 뛰어놀게 해야겠다,5 일전,역시 애기들은 미디어노출을 덜 시키고 뛰어놀게 해야겠다,10,,30,7,,,,,
10,잘봤습니다 잘봤습니다,5 일전,잘봤습니다 잘봤습니다,10,,11,2,,,,,
10,시간가는줄 모르고 봤어요. 우리 아이들이 전자기기를 지혜롭게 사용할 수 있도록 어른들이 더 노력해야할 것 같아요.,5 일전,시간가는줄 모르고 봤어요 우리 아이들이 전자기기를 지혜롭게 사용할 수 있도록 어른들이 더 노력해야할 것 같아요,10,,61,15,,,,,
10,아이랑 재밌게 봤어요,5 일전,아이랑 재밌게 봤어요,10,,11,3,,,,,
10,현시대에 걸맞은 명작,5 일전,현시대에 걸맞은 명작,10,,11,3,,,,,
7,놀이가 이렇게 재미 있는 거야?,5 일전,놀이가 이렇게 재미 있는 거야,7,,16,5,,,,,
10,집가서 인형들 안아줌🥲,5 일전,집가서 인형들 안아줌,10,,11,3,,,,,
9,스토리도 좋고. 재밌어요.,5 일전,스토리도 좋고 재밌어요,9,,12,3,,,,,
6,어릴적 추억으로 인한 거부할 수 없는 이끌림,5 일전,어릴적 추억으로 인한 거부할 수 없는 이끌림,6,,24,7,,,,,
10,제시의 성장이 참 좋드라,5 일전,제시의 성장이 참 좋드라,10,,13,4,,,,,
10,찐액션 끝판왕 영화,5 일전,찐액션 끝판왕 영화,10,,10,3,,,,,
10,저그가 우리아빠라고? * 100,5 일전,저그가 우리아빠라고 100,10,,14,3,,,,,
6,캐릭터들이 너무 올드해짐,5 일전,캐릭터들이 너무 올드해짐,6,,13,3,,,,,
10,재밋게 잘봤어요 ~,5 일전,재밋게 잘봤어요,10,,8,2,,,,,
10,"진짜 너무재밌습니다
감동도있고 영상도 훌륭합니다",5 일전,진짜 너무재밌습니다 감동도있고 영상도 훌륭합니다,10,,26,5,,,,,
10,하 제시 진짜 너무 좋다…,5 일전,하 제시 진짜 너무 좋다,10,,13,5,,,,,
10,날무한대로 사랑해주는 장난감들 보면서 울기도하고 웃기도하고 감동가득합니다 픽사의 상상력은 항상 감탄합니다 강추,5 일전,날무한대로 사랑해주는 장난감들 보면서 울기도하고 웃기도하고 감동가득합니다 픽사의 상상력은 항상 감탄합니다 강추,10,,61,12,,,,,
10,시대에 맞춰져 진화한 장난감들의 이야기가 재밌어요,5 일전,시대에 맞춰져 진화한 장난감들의 이야기가 재밌어요,10,,27,6,,,,,
8,조금 아쉬운부분도 있지만~ 그런대로 잘 뽑은 느낌~♡,5 일전,조금 아쉬운부분도 있지만 그런대로 잘 뽑은 느낌,8,,26,7,,,,,
10,아이들과 잼있게 관람했습니다,5 일전,아이들과 잼있게 관람했습니다,10,,15,3,,,,,
10,잘봤습니다 감사합니다,5 일전,잘봤습니다 감사합니다,10,,11,2,,,,,
7,무난하게 재밌었습니다~ 따로 할 말은 없네용,5 일전,무난하게 재밌었습니다 따로 할 말은 없네용,7,,23,6,,,,,
10,동심으로 돌아갈 수 있었어요,6 일전,동심으로 돌아갈 수 있었어요,10,,15,4,,,,,
10,아이들과 같이 보기 좋아요~~,6 일전,아이들과 같이 보기 좋아요,10,,14,4,,,,,
10,4보다 재밌음 군더더기 없고 제시가 주인공인 게 탁월한 선택,6 일전,4보다 재밌음 군더더기 없고 제시가 주인공인 게 탁월한 선택,10,,33,9,,,,,
10,"너무 감동적이고 재밌었어요.
특히 버즈군단 너무 재밌고 인상적이었어요.",6 일전,너무 감동적이고 재밌었어요 특히 버즈군단 너무 재밌고 인상적이었어요,10,,37,8,,,,,
10,현시점의 문제점을 다루면서 흥미있는 스토리 전개에 재미있게 관람했습니다,6 일전,현시점의 문제점을 다루면서 흥미있는 스토리 전개에 재미있게 관람했습니다,10,,39,8,,,,,
5,크게 재밌다고 느낄 만큼의 임팩트가 없었다,6 일전,크게 재밌다고 느낄 만큼의 임팩트가 없었다,5,,23,6,,,,,
7,너무너무 재밌는 영화,6 일전,너무너무 재밌는 영화,7,,11,3,,,,,
10,"장난감들에 대한 깊은 향수
동심을 향한 그리움",6 일전,장난감들에 대한 깊은 향수 동심을 향한 그리움,10,,25,7,,,,,
8,어른들의 감성에 꼭 필요한 영화,6 일전,어른들의 감성에 꼭 필요한 영화,8,,17,5,,,,,
10,아휴 5편이나 봤는데 볼때마다 울어요!!,6 일전,아휴 5편이나 봤는데 볼때마다 울어요,10,,20,5,,,,,
10,"도파민이 터지진 않지만, 잔잔하게 밀어닥치는 감동이 있는 영화",6 일전,도파민이 터지진 않지만 잔잔하게 밀어닥치는 감동이 있는 영화,10,,33,8,,,,,
7,우리가 알던 토이스토리 맛,6 일전,우리가 알던 토이스토리 맛,7,,14,4,,,,,
7,이분법적으로 나뉘는게 아니라 화합인게 참 좋았음...따뜻하다,6 일전,이분법적으로 나뉘는게 아니라 화합인게 참 좋았음따뜻하다,7,,30,6,,,,,
10,1분도 지루하지 않은 영화,6 일전,1분도 지루하지 않은 영화,10,,14,4,,,,,
9,어릴때 기억으로 재밌게봤어요,6 일전,어릴때 기억으로 재밌게봤어요,9,,15,3,,,,,
10,추억이 있는 영화라 재미있게 봤습니다,6 일전,추억이 있는 영화라 재미있게 봤습니다,10,,20,5,,,,,
10,영원한 나의 친구 !,6 일전,영원한 나의 친구,10,,9,3,,,,,
10,토이스토리는 사랑입니다 재밌게 잘봤어요,6 일전,토이스토리는 사랑입니다 재밌게 잘봤어요,10,,21,4,,,,,
10,버즈로봇을 사서 조카랑 놀고싶은 기분,6 일전,버즈로봇을 사서 조카랑 놀고싶은 기분,10,,20,5,,,,,
10,지난 감성을 자극하는,6 일전,지난 감성을 자극하는,10,,11,3,,,,,
10,넘넘 감동적이었어요 아이도 어른도 100%감동,6 일전,넘넘 감동적이었어요 아이도 어른도 100감동,10,,24,5,,,,,
10,좋은 색감 좋은 스토리가 인상적이었습니다,6 일전,좋은 색감 좋은 스토리가 인상적이었습니다,10,,22,5,,,,,
10,"추억이 새록새록 피어나는 영화
아이 어른 누구나 기분좋게 관람할 수 있는 영화여서 너무 즐겁게 잘 보고 왔어요",6 일전,추억이 새록새록 피어나는 영화 아이 어른 누구나 기분좋게 관람할 수 있는 영화여서 너무 즐겁게 잘 보고 왔어요,10,,61,17,,,,,
10,역시 토이스토리 최고였습니다!,6 일전,역시 토이스토리 최고였습니다,10,,15,3,,,,,
10,※^.^※ 괜찮았어요.,6 일전,괜찮았어요,10,,5,1,,,,,
10,스토리가 탄탄하고 중간중간 웃긴 요소들이 가득했다,6 일전,스토리가 탄탄하고 중간중간 웃긴 요소들이 가득했다,10,,27,6,,,,,
4,음 어린애들이 보기에는 좋다? 중고딩이 보기에는 노쟘이네요 근데 즁간중간 말하는 유머가 재밋긴햇어요 감동포인트들도 잇엇구,2026.07.20,음 어린애들이 보기에는 좋다 중고딩이 보기에는 노쟘이네요 근데 즁간중간 말하는 유머가 재밋긴햇어요 감동포인트들도 잇엇구,4,2026-07-20,66,14,2026-07-20,2026.0,7.0,20.0,0.0
10,아직 이야깃거리를 남겨뒀었네요,2026.07.20,아직 이야깃거리를 남겨뒀었네요,10,2026-07-20,16,3,2026-07-20,2026.0,7.0,20.0,0.0
10,장난감으로 놀던 동심으로 돌아간느낌,2026.07.20,장난감으로 놀던 동심으로 돌아간느낌,10,2026-07-20,19,4,2026-07-20,2026.0,7.0,20.0,0.0
10,기대이상...유익한영화입니다.,2026.07.20,기대이상유익한영화입니다,10,2026-07-20,12,1,2026-07-20,2026.0,7.0,20.0,0.0
10,어떻게 다섯편 내내 재밌을 수가!!,2026.07.20,어떻게 다섯편 내내 재밌을 수가,10,2026-07-20,17,5,2026-07-20,2026.0,7.0,20.0,0.0
10,재있어요ㅎㅎㅎㅎㅋㅋ,2026.07.20,재있어요ㅎㅎㅎㅎㅋㅋ,10,2026-07-20,10,1,2026-07-20,2026.0,7.0,20.0,0.0
